PCA1,PCA2,Cluster
-1.6295477732400658,-0.5791048157479295,1
-1.9079542973356622,-0.02828007805647638,4
-0.7199841286675915,0.7166454699234599,2
1.9324608633880807,0.22727291378869496,0
-0.566381843369082,0.26069558194337034,2
-2.833744367493536,-1.6311318921402678,1
-0.778938227327739,0.6049063088722638,2
1.6667140908349911,1.3880128146382318,3
2.733808414834302,0.7294993143803205,3
0.1405095476938097,-0.7366398764768083,1
1.0426428774682246,1.2370579114581401,2
1.9883373840203888,-0.5718354389401266,0
-0.5853005768510032,-1.077373527157592,1
-0.5014075939742046,-1.06627428522411,1
-1.1863475092663625,-1.3120044301790665,1
-1.5010705150134849,-1.491978158605055,1
-1.853665449598325,-0.09260258376627342,4
-1.2410919360965447,-0.9277013243022739,1
0.04163913703687779,-1.5757891238745412,1
1.5024894428051931,-0.7362933644722816,0
-0.45188220923744793,-1.4034148771316635,1
-1.4142778045116584,0.3026883255348581,4
1.6398967821202441,-0.7224383429820865,0
-1.467316209118108,-1.5062975601075532,1
-0.3322126917043865,-1.2775326423142466,1
-1.1913384847502513,0.06166386142326927,1
1.6864582996375739,0.7623312385765783,0
-0.43035594306452263,-0.9277149172068834,1
0.24311664625793378,-1.2584903941033234,1
2.0151057084961557,0.2164181842451932,0
-0.0707703752895649,-0.6278312363722995,1
-0.3681950901727492,-1.2257273509517508,1
-3.6706217479990424,-1.7422305747266993,1
-3.2317711070614106,0.8510448717197301,4
-2.0583203339504577,-1.1331972914090351,1
-0.9971561994090579,-1.1089411190355207,1
3.5635107453315364,-0.22836437927016856,3
3.505809289894929,0.7291729448277428,3
-0.8818090680335435,0.9898296102105905,2
-2.0874670855650344,-1.956954138396132,1
-2.0367915206764704,-1.9260090117788549,1
2.0729278524427595,1.700233557678557,3
0.61204286211123,-0.9599027355612463,0
3.526464143539145,0.24113418721956037,3
1.8136225171098466,-0.31922555735627833,0
-2.15562415032844,-1.8273964430711964,1
2.6963102146632703,-0.5885695761223522,3
-2.2952365452896,-1.6418845067934695,1
-0.7372476993388019,1.171957513449832,2
-1.7690775272997348,0.24601567400745145,4
1.10968652243544,1.1099593165728292,0
-0.3835298498741515,0.8196770442656289,2
2.5696785900003603,-0.7446753277749921,0
0.15973082336369387,0.5130348539791308,2
-0.428179407297548,-1.393296497954279,1
-1.4087897658330504,-1.084914581728448,1
1.2695170279867394,0.26657009372716317,0
0.3478873720943829,-0.3268420780094651,0
0.09646824488377265,-0.9601041819016971,1
-1.1756543004940885,-0.5210418987328239,1
-2.342525164009226,-1.5598447288626738,1
-0.48787214762289277,-0.21039544183809245,1
-1.1377654265001818,-0.8956601435706775,1
-2.5308625240690343,-1.2611111536038444,1
1.0504909350335188,0.11112467197511508,0
2.342469484220496,-0.7124250284184248,0
2.7184063492115196,0.24413601407246083,3
-0.9940188911933845,-0.058891036725373894,1
2.36052037129414,-0.29691798237093325,0
-0.5677117972321768,-0.07856230975661817,1
1.4411534481455468,0.7017831204815482,0
2.9556787661374386,0.26670206749645625,3
2.556163279626224,0.7295058431230433,3
-0.28665901362742385,0.22656382248705526,2
-1.2156999199590803,-1.1558617370257487,1
-2.4426030342611598,0.9132397528586716,4
2.8869273452805615,1.6537108906195193,3
2.3101871926473727,0.2645164608044012,3
2.60327060264023,2.175725253198948,3
2.109688361834087,-0.22613259148375753,0
0.2473070369137091,2.7174997521718978,2
1.7987993007975145,0.19001485319340577,0
-1.3568678109702725,0.4554543255114961,4
-1.0566866457664839,2.375906262460672,2
-0.8730619633043158,2.391374530149699,2
-1.3442787372781777,-0.8026776169520949,1
-0.9387238640237492,-1.4143184357917087,1
-1.092968891038821,-1.5146606497492385,1
2.2946207415760997,-1.256704455535826,0
2.598270572153929,-0.2872841073611875,3
-2.6379491881403863,0.46238091195336406,4
1.476470195553009,0.2890405823333475,0
1.2239538170818625,-1.2346234588419116,0
1.6216443877799418,-0.21036470587017447,0
-1.0723146846907983,-1.5477232304128616,1
-0.0970546561559964,-1.4925513839533457,1
-0.5263080099647728,-0.1074717423040675,1
-0.8187085993781931,2.3735498218366424,2
0.7056547622415839,-1.4815822339189544,0
0.6192318469765207,-1.4123425029796768,0
-3.3162847279789656,0.4566872743339878,4
-0.9135585628216674,0.006147340242800364,1
2.3569628038781447,1.2290048774952975,3
1.4314821312741677,-1.2295672506526656,0
-0.7119678338541772,-1.5291354764527343,1
2.7239625091142297,0.6794991164357057,3
1.1423058741591434,0.7589265860114197,0
-0.5522553626751316,-0.4538205871870897,1
1.8206417071173422,-1.2261227775613746,0
1.44039434686071,-1.2440483899363346,0
0.29844421480001115,-0.9244588450311572,0
-1.488280325321398,-1.4230651542704877,1
1.564856202524047,-1.189837250792701,0
1.937203524848485,-0.31219813264063145,0
2.2289900447937745,-0.5895310819688675,0
-1.6808449220189299,-0.1469383672243053,1
-0.789586683673207,-1.3896708486287643,1
-1.560214371664643,-1.6651478724024975,1
-0.751987965380584,-1.4840246315825683,1
2.4293915803335806,-1.2576222374475798,0
-0.817701167262842,-1.5497800661263414,1
-1.331317720753087,-0.8525771874906777,1
1.090944127267664,-0.7001338063283836,0
-1.050838580607461,-1.4646220892994886,1
-2.0593153261972534,1.7462178447417145,4
-1.0248020290872664,-1.5640966586421885,1
-1.068438964791876,-1.62758738002703,1
-0.9757504130691113,-0.9479809040434313,1
-1.4827791044746532,0.761376887059514,4
-2.0020672329491016,0.7153753216430557,4
3.337951579147623,0.2063207055682047,3
1.5827691062251341,-0.27187894286329317,0
-1.2603594462429613,-1.0456439097968078,1
-2.427609043144905,-1.7394204135576272,1
-0.4992155793033204,-1.2806094000066852,1
-1.5186797600473212,-1.1835866228610485,1
-2.360367328077735,-1.0359128090883636,1
-2.099019607952012,1.3947035787974507,4
-1.884577204415903,1.5404308999268803,4
-1.8088686492682362,-0.12257898338909644,4
-0.4653396072932514,-0.7572702040208629,1
-0.44285751338079615,-0.6664451065448392,1
-2.3523621137575055,0.7146317448154371,4
1.0290777531766506,0.22782787853054143,0
1.0611571473833952,-1.0521076170278785,0
-0.5282862874172032,2.023085476101253,2
-1.8907721974964926,-0.6115269485533786,1
-0.5500477920936806,-1.215959823431814,1
-0.4373150507695962,-0.7094791354885636,1
0.8853612802091058,-0.2570761719436771,0
-3.260673739798171,-1.41722575614118,1
3.4954801510910616,-0.8232784610697303,3
-1.297601006500867,-1.4628378098656305,1
3.453926112098491,0.26006113112543694,3
1.7451073986115824,1.6886044434949925,3
-1.3578412128764419,-1.3707066569746917,1
-3.6616895048434652,0.7540226018433684,4
-1.5747485545212132,-1.272771199855593,1
1.9189605381402286,0.8103583315234516,3
-1.207735087349702,0.8593264112349742,2
-2.031280860570073,-1.4331257237211052,1
-2.852871126574779,-0.8516951072423985,4
-1.0655551108381442,1.5324306064320328,2
0.42810112954149204,-0.6568355714832619,0
-2.8240999546233336,-1.2883799672092606,1
-1.3681844936753003,-1.5077596999054435,1
-0.6978259826004952,-0.8523914353523292,1
2.4290438980882136,1.17335934824398,3
3.479713694165389,0.15656940945730458,3
3.6998068930247765,-0.7763559750610716,3
-1.9295836892077556,1.0738920033647754,4
-1.2041752103437087,1.5274534153074462,2
2.233635623655529,-0.5697152541981427,0
-1.2966398181722107,-0.06344504426050152,1
1.8788567399604648,0.24248708668188168,0
-0.32554009862586597,1.6649328994035173,2
1.0915085858092053,0.6756805159414933,0
-0.08680701144136985,1.028506105608204,2
1.9969142836771303,0.22452940348903494,0
-2.555164146847564,0.24861762733256348,4
-0.4522274972181094,1.604410529484317,2
-1.6461125617207604,0.3518886904450944,4
0.0646037057182528,-1.4660758410660581,1
-1.714090481621403,-1.046715298280429,1
-2.28463199482034,-0.8431909683258384,1
-0.7478267204476592,-1.1172054150668793,1
-2.5849645869186606,0.9914320065528742,4
-1.650739372334281,0.34576433532019674,4
-1.7699249116286089,0.8706466118434825,4
-1.0783057254898345,-1.1354465816675057,1
-0.8869883078660049,1.2336459666670874,2
-1.3746651423071459,0.35246612617377043,4
-0.5665478538603688,1.6320184182210937,2
-1.0836597880786516,0.717854076025433,2
-1.2222577456977441,0.07769637529918089,1
0.36064621194023483,1.0048891596501273,2
-1.9802908249216469,0.6435308077272566,4
-2.3886724582201717,1.6121911341591781,4
-0.5584874007040252,-1.1899666854909414,1
3.6132455563767216,0.7373872567457506,3
3.873929348986477,-0.25056348834045516,3
-1.4581666464151195,1.4025836733102102,2
-1.7950577233020955,-0.46771893987997526,1
-1.1856915967470258,-1.2021733922141098,1
-1.950127580953615,0.7113612847935388,4
-1.8346362093798256,-0.7794501148290591,1
3.397060490100894,-0.24138303111193854,3
3.752760826855049,0.24265080874752343,3
3.401151333776777,-0.22857585765989466,3
2.379457044201715,0.19459897645134966,3
1.3889100039858169,-0.569152752388888,0
-2.1946639044798912,0.24766508294799028,4
-2.5512684229339606,0.7805416553100742,4
-0.9131575581533424,-0.12308444773051101,1
2.5364716172376807,-0.2215634664178917,3
-2.100107000084475,-1.1445845335699918,1
2.0745710013877803,0.653272672185939,3
2.254565469870646,-0.7872827182489793,0
1.2139745397689734,-1.0458519380616502,0
-1.0931501006115365,1.4612877095909544,2
-1.1585208456789353,0.008945743720420424,1
3.4993365905771276,0.7211889989576744,3
3.3480719344971996,-1.2263806315940586,3
-2.7413865811899707,1.568113920927134,4
-4.259783696085558,0.3861053823278304,4
3.6390478328290734,0.18858218785858427,3
-0.8388732826594655,-0.5130981629494127,1
-1.9231015347156941,0.22210498123991318,4
3.5916124626553203,0.23130825928108145,3
-1.5370814510387485,-1.4527149246720334,1
-1.3749128483325013,-1.2616260992244581,1
0.4257064113788437,-1.3688495913020775,0
1.3116565467617136,-0.252595026856629,0
3.221870096343531,0.7508566822807813,3
0.4036247601182914,-0.9211229620305872,0
-1.1644774944134955,-0.8757718272715894,1
1.022762321762334,-1.217426530650834,0
1.9678337868483042,-0.30413306525696004,0
-0.3876667227362851,-0.7921149893663103,1
-1.3936031026774465,-0.033913980826363516,1
-1.4686835132901197,-0.2772911579254179,1
-1.3889935286101978,-0.8636583069830003,1
1.553969130416459,-0.728698528113228,0
-2.1126718215837927,0.16618455330202725,4
0.5734884848025754,-1.2739008770936096,0
-1.1551180952595017,1.550319690210351,2
-2.1460271846499834,0.36815649389268373,4
-3.4349726252417896,0.39259594629838757,4
-1.3014664492872958,0.09099069403088006,1
1.4280937982453579,-0.5856266317027488,0
-1.2835519297112876,0.11504049680967007,1
-1.285822699391356,0.9146391825163721,2
-0.11765899894160461,-0.14773089744233514,1
3.911184001506739,1.627368161214648,3
-1.0064421258136378,-0.005076616273068768,1
-1.5701291290954442,-0.5031437049737557,1
-1.3495414192583635,-0.3963384383350341,1
-1.1635417957392546,0.7423179686681908,2
3.4516350360647317,-0.2414101492095665,3
-0.6660382148073254,0.7035804527494992,2
-0.9491836586816029,1.1747828181156112,2
-1.4160456215716895,0.0721419934254994,1
1.2302318434906425,-1.229158559936847,0
1.751000925132849,0.2491163886193546,0
-1.6776306509021077,-0.4816086635510622,1
-2.2565057101689074,-0.7917183941321031,1
-1.7714486212343572,0.4283486379513125,4
-0.8104929597851134,-0.08539612943209102,1
-3.5200470448232064,-1.5874510878710835,1
-0.3990697485018546,1.6276321389672024,2
2.323431570850011,0.39326311657555535,3
2.3225287287345635,0.3462588901144298,3
-0.38506041684429193,-0.5901063561333695,1
-1.4069947864230483,-0.8987721142434462,1
2.675488461567369,-0.6374812215974959,3
1.6721553727121368,-1.2662801200741147,0
1.3354897574624085,-0.5977204885312788,0
-0.35443497609753205,-1.717315266400146,1
1.6624564485394855,0.18912780035664056,0
-1.539395465034291,-0.08154956471762838,1
0.8396540604137502,0.5938681355454026,0
1.6880059140799095,0.2647327288750915,0
1.8428338362044248,-0.23108978243645575,0
0.36271061237753266,1.0291353344892062,2
-1.4841113420247865,0.6922594502589327,4
1.411430506717491,-1.1855900150330272,0
0.75329967003391,-0.7637944932982974,0
-1.2046790417571327,2.1763992575919913,2
-4.060365302208948,0.4010281180513855,4
-4.458326201781991,0.4298925139037575,4
-2.7525870845320384,1.031623129933482,4
-2.244779001206002,0.20531939259969756,4
4.046573947593611,0.7108675177339104,3
3.241272268579761,-0.22451792833117776,3
-1.8019042571243602,-1.5413226450587278,1
-0.4803672256346295,-1.3842652504739346,1
2.5020701703508013,0.7387502040445688,3
-0.7808744012693946,-1.1330206787784132,1
-1.3626121670988995,-1.6757552199169958,1
1.1027563321509786,-1.1789141388562214,0
3.337410816381657,0.21500021229937927,3
-2.9988856304055185,1.0248452024007122,4
0.8431754588597501,0.1707407214303675,0
2.6644617073461663,-0.7323805675773377,0
-1.4436735241375622,-1.330343834836555,1
3.577242308316542,0.19952216786944416,3
3.2742941367015725,-0.5571582930215464,3
0.9299560965843873,-0.29222551783518635,0
3.8930720236791214,-0.25812277987554894,3
3.8886863473685054,0.18709972240612066,3
3.848734414829135,0.18790265549359292,3
0.6372596612592772,0.3019479606329915,0
3.3017183267953936,0.21740196965213054,3
2.7312367707855456,-0.6720334499629864,3
-0.9288496149290466,3.5402344750189196,2
-3.4229835513675835,0.9401505934617546,4
3.774789869055187,0.16262700412976278,3
-3.5856525938618087,0.8338112428724681,4
-0.14415510065148093,-0.1521467080126855,1
1.3218510428277839,-0.12478154306706943,0
3.835285812709309,-0.25416922173503653,3
1.649601158325029,0.25602463174558904,0
-1.9455686193277726,-0.5697151844685198,1
3.344449502061902,0.7614137871949168,3
-1.2136966513447516,0.15319369940767635,1
-1.2273068888016307,-1.543933250810849,1
-1.0603730427279887,-1.5486627091112672,1
2.5394735860797835,-0.28636074948245893,3
-1.1160045013636906,0.06739524067672828,1
-1.2391047275549236,-0.6932661265433606,1
-2.2811685182518024,1.149049696291907,4
3.9931946724326837,0.16992781515282857,3
1.4953878690523583,-1.2737470918310034,0
0.4705830206516809,0.1498142479070984,0
1.348897837302268,-0.6216695565258802,0
-0.9967728630301087,0.7368835553037621,2
3.320091657889416,0.1981434474949505,3
3.4816928812596424,-0.20889928227551474,3
3.169153327486312,-0.21789062708361748,3
2.496540612516553,-0.25985901591115956,3
-1.764220858599695,0.7445904867937158,4
-0.682721120634395,0.27887561030048796,2
-3.4551795619459167,-1.2182633300012693,4
-0.020567240567007775,0.2697841696537029,2
-2.0276314560991735,1.6950615283581034,4
-1.9015073082011613,0.4518919100832478,4
-2.418239106459758,-1.8243078671536894,1
-0.3021190269982017,0.1266840996400521,2
-2.6618840664439802,1.1440544083395165,4
-0.4510632588143917,-0.8865199974674606,1
-2.375114939119001,0.7641722864172176,4
1.4155492680378143,-1.2520520412676648,0
3.448628120326662,-1.2354786093457433,3
-2.911346061338028,0.7964839302475101,4
-2.0498025140478875,1.6258356467646813,4
0.34558148918051945,-1.3426971230767673,0
-1.6585961921306547,-0.025074237204688724,4
0.24857772973136766,0.414735523345535,2
2.8593410672827715,-1.2873887579574275,0
-1.8536044676629886,0.707073854199076,4
